date,clock,stadium,class,attendance,Home Team,Goals Home,Away Team,Away Goals,home_possessions,away_possessions,home_shots,away_shots,home_on,away_on,home_off,away_off,home_blocked,away_blocked,home_pass,away_pass,home_chances,away_chances,home_corners,away_corners,home_offside,away_offside,home_tackles,away_tackles,home_duels,away_duels,home_saves,away_saves,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red,links
30th October 2021,3:00pm,Anfield,d,"53,197",5,2,6,2,58.4,41.6,14,9,3,6,5,2,6,1,86.1,77.8,2,2,5,3,1,5,50,50,50,50,4,1,8,5,2,2,0,0,https://www.skysports.com/football/liverpool-vs-brighton-and-hove-albion/stats/446381
30th October 2021,3:00pm,Turf Moor,h,"18,821",23,3,9,1,40.6,59.4,15,12,6,5,9,3,0,4,68.8,76.4,4,0,4,2,3,4,62.5,83.3,54.1,45.9,3,2,7,10,1,1,0,0,https://www.skysports.com/football/burnley-vs-brentford/stats/446379
30th October 2021,12:30pm,The King Power Stadium,a,"32,209",18,0,2,2,64.3,35.7,16,9,8,5,5,1,3,3,87.1,76.6,3,1,7,6,2,1,54.5,42.9,60,40,4,8,8,11,2,0,0,0,https://www.skysports.com/football/leicester-city-vs-arsenal/stats/446380
24th October 2021,4:30pm,Old Trafford,a,"73,088",3,0,5,5,36.8,63.2,12,19,4,8,6,5,2,6,81.7,89.1,2,5,6,3,7,0,60,63.6,60.9,39.1,3,3,10,8,6,0,1,0,https://www.skysports.com/football/manchester-united-vs-liverpool/stats/446375
24th October 2021,2:00pm,London Stadium,h,"59,924",14,1,8,0,37.7,62.3,13,7,4,4,5,2,4,1,79.4,85.2,2,1,2,4,1,0,56.5,53.3,42.3,57.7,4,3,11,4,2,1,0,0,https://www.skysports.com/football/west-ham-united-vs-tottenham-hotspur/stats/446377
24th October 2021,2:00pm,Gtech Community Stadium,a,"16,814",9,1,18,2,54.4,45.6,15,10,5,6,6,3,4,1,76.4,73.9,1,1,9,2,3,1,60,50,50,50,4,4,13,7,1,1,0,0,https://www.skysports.com/football/brentford-vs-leicester-city/stats/446369
23rd October 2021,5:30pm,Amex Stadium,a,"53,466",6,1,1,4,47.7,52.3,10,23,5,14,4,3,1,6,84.2,86.7,0,4,7,6,2,1,68.8,42.9,73.7,26.3,8,4,10,6,2,3,0,0,https://www.skysports.com/football/manchester-city-vs-brighton-and-hove-albion/stats/482676
23rd October 2021,3:00pm,St. Mary's Stadium,d,"29,145",20,2,23,2,61.3,38.7,16,9,4,5,7,3,5,1,77.1,60.9,2,1,6,2,1,1,45.5,50,32.6,67.4,3,2,10,11,1,3,0,0,https://www.skysports.com/football/southampton-vs-burnley/stats/446376
23rd October 2021,3:00pm,Elland Road,d,"36,475",19,1,13,1,63,37,18,8,4,4,9,2,5,2,81.4,66.2,1,0,6,3,1,1,60,43.8,50,50,3,3,15,14,2,3,0,0,https://www.skysports.com/football/leeds-united-vs-wolverhampton-wanderers/stats/446374
23rd October 2021,3:00pm,Goodison Park,a,"38,834",17,2,21,5,50.1,49.9,15,20,4,8,6,7,5,5,75.3,73.7,2,6,3,5,1,0,56,54.5,48,52,3,2,9,13,4,3,0,0,https://www.skysports.com/football/everton-vs-watford/stats/446373
23rd October 2021,3:00pm,Selhurst Park,d,"24,609",11,1,4,1,75,25,15,6,3,2,6,3,6,1,86.8,64.5,4,0,3,7,2,3,54.5,61.1,47.1,52.9,0,2,13,9,3,4,0,0,https://www.skysports.com/football/crystal-palace-vs-newcastle-united/stats/446372
23rd October 2021,12:30pm,Stamford Bridge,h,"40,113",12,7,22,0,61.8,38.2,23,3,13,1,7,1,3,1,90.6,78.7,4,1,5,0,1,0,63.2,41.7,62.5,37.5,1,7,14,16,0,2,0,1,https://www.skysports.com/football/chelsea-vs-norwich-city/stats/446371
22nd October 2021,8:00pm,Emirates Stadium,h,"59,496",2,3,7,1,53.8,46.2,22,10,9,4,8,3,5,3,81.3,79.1,1,2,7,4,1,0,76.9,57.1,40.7,59.3,3,6,17,10,2,5,0,0,https://www.skysports.com/football/arsenal-vs-aston-villa/stats/446368
18th October 2021,8:00pm,Emirates Stadium,d,"59,475",2,2,11,2,53.6,46.4,17,9,6,6,7,3,4,0,87.1,84.6,1,0,6,4,0,3,52.9,72.7,28.6,71.4,4,4,7,4,1,1,0,0,https://www.skysports.com/football/arsenal-vs-crystal-palace/stats/446358
17th October 2021,4:30pm,"St James' Park, Newcastle",a,"52,214",4,2,8,3,35.5,64.5,7,14,1,4,4,3,2,7,79.3,88.1,1,2,2,9,0,1,61.5,51.9,65.7,34.3,1,0,13,4,4,1,1,0,https://www.skysports.com/football/newcastle-united-vs-tottenham-hotspur/stats/446364
17th October 2021,2:00pm,Goodison Park,a,"39,132",17,0,14,1,39,61,15,16,2,4,9,4,4,8,73.1,83.9,1,1,7,9,0,2,63.2,61.5,60.6,39.4,3,2,3,3,0,2,0,0,https://www.skysports.com/football/everton-vs-west-ham-united/stats/446361
16th October 2021,5:30pm,Gtech Community Stadium,a,"16,940",9,0,12,1,43.9,56.1,17,5,7,1,3,3,7,1,75.3,84.8,1,0,5,5,1,4,43.8,35,67.3,32.7,0,6,13,8,1,1,0,0,https://www.skysports.com/football/brentford-vs-chelsea/stats/446360
16th October 2021,3:00pm,St. Mary's Stadium,h,"30,506",20,1,19,0,45.3,54.7,19,3,5,0,12,2,2,1,76.2,76.8,1,0,8,1,1,2,68.2,66.7,58.8,41.2,0,3,16,14,2,3,0,0,https://www.skysports.com/football/southampton-vs-leeds-united/stats/446366
16th October 2021,3:00pm,Carrow Road,d,"26,777",22,0,6,0,35.1,64.9,15,11,3,3,5,4,7,4,69.9,84,1,1,8,4,0,0,88.9,63.2,40,60,3,2,5,14,3,5,0,0,https://www.skysports.com/football/norwich-city-vs-brighton-and-hove-albion/stats/446365
16th October 2021,3:00pm,Etihad Stadium,h,"52,711",1,2,23,0,70.6,29.4,15,7,6,2,5,4,4,1,89.5,71.7,1,2,6,2,0,3,54.5,76.5,39.3,60.7,2,4,11,5,1,0,0,0,https://www.skysports.com/football/manchester-city-vs-burnley/stats/446363
16th October 2021,3:00pm,The King Power Stadium,h,"32,219",18,4,3,2,48.8,51.2,22,18,11,6,6,9,5,3,85.2,86.1,2,1,4,3,2,3,58.3,57.1,57.9,42.1,4,7,5,17,0,3,0,0,https://www.skysports.com/football/leicester-city-vs-manchester-united/stats/446362
16th October 2021,3:00pm,Villa Park,a,"41,951",7,2,13,3,48.3,51.7,14,9,5,4,7,3,2,2,80.3,80,2,3,6,7,1,2,58.3,57.1,53.8,46.2,1,3,8,17,2,3,0,0,https://www.skysports.com/football/aston-villa-vs-wolverhampton-wanderers/stats/446359
16th October 2021,12:30pm,Vicarage Road,a,"21,085",21,0,5,5,23.8,76.2,6,19,2,8,3,6,1,5,65.5,87.1,0,4,1,9,8,2,71.4,44.4,65.5,34.5,4,2,4,10,0,0,0,0,https://www.skysports.com/football/watford-vs-liverpool/stats/446367
3rd October 2021,4:30pm,Anfield,d,"53,102",5,2,1,2,48.5,51.5,6,12,4,3,0,4,2,5,84.4,83.7,3,1,3,4,2,5,70.6,81.8,50,50,1,1,10,12,3,3,0,0,https://www.skysports.com/football/aston-villa-vs-brighton-and-hove-albion/stats/446398
3rd October 2021,2:00pm,London Stadium,a,"49,940",14,1,9,2,59.9,40.1,18,13,5,6,6,3,7,4,72.9,64.3,1,0,11,6,2,1,53.3,80,50,50,4,4,16,13,2,3,0,0,https://www.skysports.com/football/west-ham-united-vs-brentford/stats/446356
3rd October 2021,2:00pm,Tottenham Hotspur Stadium,h,"53,076",8,2,7,1,56.3,43.7,17,14,8,3,6,5,3,6,79.7,71.1,3,1,5,8,0,1,57.1,57.1,48.8,51.2,2,6,11,14,2,1,0,0,https://www.skysports.com/football/tottenham-hotspur-vs-aston-villa/stats/446355
3rd October 2021,2:00pm,Selhurst Park,d,"22,445",11,2,18,2,60,40,18,9,4,5,9,2,5,2,80.1,68.6,0,1,1,3,2,1,43.8,40,55.9,44.1,3,2,15,11,2,3,0,0,https://www.skysports.com/football/crystal-palace-vs-leicester-city/stats/446351
2nd October 2021,5:30pm,Amex Stadium,d,"31,266",6,0,2,0,58.2,41.8,21,8,2,2,12,5,7,1,84.5,75.5,0,0,8,5,1,1,31.3,62.5,69.6,30.4,2,2,8,5,2,1,0,0,https://www.skysports.com/football/brighton-and-hove-albion-vs-arsenal/stats/446348
2nd October 2021,3:00pm,Molineux,h,"30,483",13,2,4,1,51.9,48.1,7,8,3,2,3,3,1,3,84.3,79.6,2,0,0,4,2,1,68,64.3,44,56,1,1,15,5,0,2,0,0,https://www.skysports.com/football/wolverhampton-wanderers-vs-newcastle-united/stats/446357
2nd October 2021,3:00pm,Elland Road,h,"36,261",19,1,21,0,66.9,33.1,20,5,4,1,10,2,6,2,81.5,64.9,0,0,6,3,0,0,78.6,50,44,56,1,2,10,16,0,3,0,0,https://www.skysports.com/football/leeds-united-vs-watford/stats/446352
2nd October 2021,3:00pm,Stamford Bridge,h,"40,109",12,3,20,1,61.6,38.4,20,6,9,2,6,3,5,1,85.7,75,5,1,7,2,1,0,62.5,37.5,77.8,22.2,1,6,11,13,1,3,0,1,https://www.skysports.com/football/chelsea-vs-southampton/stats/446350
2nd October 2021,3:00pm,Turf Moor,d,"17,427",23,0,22,0,56.1,43.9,14,10,4,2,3,2,7,6,76.6,73,1,1,9,5,2,1,53.8,75,64.3,35.7,2,5,13,3,5,2,0,0,https://www.skysports.com/football/burnley-vs-norwich-city/stats/446349
2nd October 2021,12:30pm,Old Trafford,d,"73,128",3,1,17,1,71.8,28.2,13,12,6,2,6,6,1,4,86.7,68.3,3,1,10,1,2,2,42.9,65,41.9,58.1,1,5,10,9,1,1,0,0,https://www.skysports.com/football/manchester-united-vs-everton/stats/446354
27th September 2021,8:00pm,Selhurst Park,d,"22,975",11,1,6,1,46.9,53.1,8,8,3,4,2,2,3,2,83.1,82.5,1,2,6,5,1,0,52.9,65.5,31.8,68.2,3,2,12,10,2,5,0,0,https://www.skysports.com/football/crystal-palace-vs-brighton-and-hove-albion/stats/446341
26th September 2021,4:30pm,Emirates Stadium,h,"59,919",2,3,8,1,46.6,53.4,12,10,7,4,4,5,1,1,82.8,85.2,1,2,4,4,2,4,68.2,78.6,57.7,42.3,3,4,12,13,2,1,0,0,https://www.skysports.com/football/arsenal-vs-tottenham-hotspur/stats/446338
26th September 2021,2:00pm,St. Mary's Stadium,a,"28,002",20,0,13,1,57,43,18,5,6,3,5,0,7,2,83.7,73.9,0,2,5,5,3,1,69.2,50,48.3,51.7,2,6,12,8,0,0,0,0,https://www.skysports.com/football/southampton-vs-wolverhampton-wanderers/stats/446346
25th September 2021,5:30pm,Gtech Community Stadium,d,"16,876",9,3,5,3,32.7,67.3,12,16,4,6,6,6,2,4,66.8,82.9,3,4,2,11,4,4,42.9,63.6,52.1,47.9,3,0,8,7,1,1,0,0,https://www.skysports.com/football/brentford-vs-liverpool/stats/446339
25th September 2021,3:00pm,Vicarage Road,d,"20,650",21,1,4,1,52.2,47.8,15,20,4,6,6,8,5,6,76.9,76.4,1,3,5,6,1,1,53.8,54.5,41.5,58.5,5,3,19,12,4,3,0,0,https://www.skysports.com/football/watford-vs-newcastle-united/stats/446347
25th September 2021,3:00pm,The King Power Stadium,d,"31,650",18,2,23,2,67.1,32.9,22,9,5,3,6,4,11,2,83.7,67.5,2,0,8,4,1,4,82.4,38.5,52.6,47.4,2,2,10,8,2,4,0,0,https://www.skysports.com/football/leicester-city-vs-burnley/stats/446344
25th September 2021,3:00pm,Elland Road,a,"36,417",19,1,14,2,53.5,46.5,15,20,5,7,4,9,6,4,81.2,78.4,1,2,5,7,2,0,56.3,60,50,50,5,4,10,6,3,2,0,0,https://www.skysports.com/football/leeds-united-vs-west-ham-united/stats/446343
25th September 2021,3:00pm,Goodison Park,h,"38,821",17,2,22,0,46.8,53.2,11,10,4,2,3,5,4,3,82.1,83.4,2,1,6,4,1,0,44.4,41.7,36.4,63.6,2,2,12,9,2,3,0,0,https://www.skysports.com/football/everton-vs-norwich-city/stats/446342
25th September 2021,12:30pm,Old Trafford,a,"72,922",3,0,7,1,59.6,40.4,28,7,4,3,11,3,13,1,76.5,69,1,2,5,5,2,3,66.7,33.3,63.3,36.7,2,4,9,13,2,2,0,0,https://www.skysports.com/football/manchester-united-vs-aston-villa/stats/446345
25th September 2021,12:30pm,Stamford Bridge,a,"40,036",12,0,1,1,40.9,59.1,5,15,0,4,1,5,4,6,82.6,88.1,0,2,4,13,3,4,46.2,56.3,66.7,33.3,2,0,12,10,3,2,0,0,https://www.skysports.com/football/chelsea-vs-manchester-city/stats/446340
19th September 2021,4:30pm,Tottenham Hotspur Stadium,a,"60,059",8,0,12,3,47,53,8,20,2,10,4,3,2,7,82.3,87,1,3,5,11,0,1,60,53.3,40,60,6,2,4,15,0,1,0,0,https://www.skysports.com/football/tottenham-hotspur-vs-chelsea/stats/446335
19th September 2021,2:00pm,London Stadium,a,"59,958",14,1,3,2,39.9,60.1,13,17,4,10,5,4,4,3,83.5,90.1,1,2,2,11,2,0,50,64.3,57.1,42.9,8,3,5,8,0,0,0,0,https://www.skysports.com/football/west-ham-united-vs-manchester-united/stats/446336
19th September 2021,2:00pm,Amex Stadium,h,"31,078",6,2,18,1,37.1,62.9,12,14,5,3,4,5,3,6,76.1,85.8,0,1,4,9,3,2,68.4,52.9,62.1,37.9,2,3,8,10,2,1,0,0,https://www.skysports.com/football/brighton-and-hove-albion-vs-leicester-city/stats/446329
18th September 2021,5:30pm,Villa Park,h,"41,888",7,3,17,0,55.6,44.4,15,11,3,1,6,5,6,5,80.2,73.5,0,1,5,4,0,2,70,45.5,60,40,1,1,7,10,1,1,0,0,https://www.skysports.com/football/aston-villa-vs-everton/stats/446328
18th September 2021,3:00pm,Carrow Road,a,"26,649",22,1,21,3,48.7,51.3,12,12,5,8,3,3,4,1,81.1,79,1,5,4,8,1,0,64.7,54.5,54.5,45.5,5,4,10,14,1,1,0,0,https://www.skysports.com/football/norwich-city-vs-watford/stats/446334
18th September 2021,3:00pm,Etihad Stadium,d,"52,698",1,0,20,0,63.9,36.1,16,10,1,2,8,2,7,6,87.2,74.9,2,0,8,5,4,0,76.9,52.4,59.5,40.5,2,1,5,12,0,2,0,0,https://www.skysports.com/football/manchester-city-vs-southampton/stats/446332
18th September 2021,3:00pm,Anfield,h,"52,985",5,3,11,0,59.9,40.1,25,13,10,2,5,5,10,6,84.1,76.2,2,2,10,5,1,3,52.4,62.5,75,25,2,7,17,11,3,1,0,0,https://www.skysports.com/football/liverpool-vs-crystal-palace/stats/446331
18th September 2021,3:00pm,Turf Moor,a,"21,944",23,0,2,1,45,55,18,13,3,3,10,4,5,6,74.2,80.3,0,0,8,3,4,2,38.5,44.4,56.9,43.1,2,3,9,8,2,1,0,0,https://www.skysports.com/football/burnley-vs-arsenal/stats/446330
18th September 2021,12:30pm,Molineux,a,"29,724",13,0,9,2,61.9,38.1,11,9,0,3,8,5,3,1,84,74.7,2,1,4,2,2,2,44.4,60,46.2,53.8,1,0,10,7,4,2,0,1,https://www.skysports.com/football/wolverhampton-wanderers-vs-brentford/stats/446337
17th September 2021,8:00pm,"St James' Park, Newcastle",d,"50,407",4,1,19,1,35.4,64.6,17,22,7,9,8,9,2,4,70.1,85,1,0,4,5,1,1,58.8,47.4,60.9,39.1,9,6,9,11,2,2,0,0,https://www.skysports.com/football/newcastle-united-vs-leeds-united/stats/446333
13th September 2021,8:00pm,Goodison Park,h,"38,354",17,3,23,1,51.7,48.3,14,11,6,6,4,3,4,2,74,68,2,3,4,6,2,2,60,70,54.2,45.8,5,3,3,6,1,1,0,0,https://www.skysports.com/football/everton-vs-burnley/stats/446322
12th September 2021,6:30pm,Elland Road,a,"36,507",19,0,5,3,44.1,55.9,9,30,4,9,4,6,1,15,81.2,86.6,0,5,2,11,2,4,50,62.5,46.7,53.3,5,4,9,8,2,1,1,0,https://www.skysports.com/football/leeds-united-vs-liverpool/stats/446323
11th September 2021,5:30pm,Stamford Bridge,h,"39,969",12,3,7,0,56.8,43.2,12,18,4,6,6,3,2,9,83.2,78.5,1,1,4,11,2,1,40,75,53.3,46.7,6,1,11,11,1,4,0,0,https://www.skysports.com/football/chelsea-vs-aston-villa/stats/446320
11th September 2021,3:00pm,Vicarage Road,a,"20,019",21,0,13,2,44,56,6,14,2,5,4,6,0,3,82.7,88.2,0,4,0,8,1,2,55,68.4,70.6,79.4,4,2,15,13,3,3,0,0,https://www.skysports.com/football/watford-vs-wolverhampton-wanderers/stats/446327
11th September 2021,3:00pm,St. Mary's Stadium,d,"27,861",20,0,14,0,41.8,58.2,11,13,3,3,5,3,3,7,79.5,86.5,0,0,5,4,0,2,50,35.7,51.5,48.5,3,2,10,12,3,1,0,1,https://www.skysports.com/football/southampton-vs-west-ham-united/stats/446326
11th September 2021,3:00pm,Old Trafford,a,"72,732",3,4,4,1,64.1,35.9,21,12,7,3,9,6,5,3,90.2,81.9,4,1,7,3,1,3,57.9,58.8,53.8,46.2,2,2,9,2,1,0,0,0,https://www.skysports.com/football/manchester-united-vs-newcastle-united/stats/446325
11th September 2021,3:00pm,The King Power Stadium,a,"32,087",18,0,1,1,39.5,60.5,6,25,1,8,3,7,2,10,81,89.9,1,2,5,8,2,4,55.6,50,60,40,7,2,4,11,1,2,0,0,https://www.skysports.com/football/leicester-city-vs-manchester-city/stats/446324
11th September 2021,3:00pm,Gtech Community Stadium,a,"16,518",9,0,6,1,41.3,58.7,7,4,1,2,6,1,0,1,74.4,79.8,1,0,1,6,0,2,81,68.8,57.7,42.3,1,1,9,12,3,2,0,0,https://www.skysports.com/football/brentford-vs-brighton-and-hove-albion/stats/446319
11th September 2021,3:00pm,Emirates Stadium,h,"59,337",2,1,22,0,51.9,48.1,30,10,7,1,13,3,10,6,83.5,78.4,2,0,8,4,2,0,68.8,65,54.3,45.7,1,5,9,11,1,2,0,0,https://www.skysports.com/football/arsenal-vs-norwich-city/stats/446318
11th September 2021,12:30pm,Selhurst Park,h,"22,740",11,3,8,0,62.3,37.7,18,2,4,1,7,1,7,0,82.7,73.6,1,0,8,2,0,0,76.5,62.5,40,60,1,1,13,15,2,1,0,1,https://www.skysports.com/football/crystal-palace-vs-tottenham-hotspur/stats/446321
29th August 2021,4:30pm,Molineux,a,"30,621",13,0,3,1,44.1,55.9,15,10,6,3,6,5,3,2,81.7,86.6,1,1,5,7,5,4,56.3,62.5,57.7,42.3,2,5,7,9,3,4,0,0,https://www.skysports.com/football/wolverhampton-wanderers-vs-manchester-united/stats/446317
29th August 2021,2:00pm,Tottenham Hotspur Stadium,h,"57,672",8,1,21,0,57.6,42.4,15,9,8,2,4,4,3,3,87.8,81.6,0,0,10,3,2,1,57.9,68.8,56.5,43.5,2,7,8,14,3,3,0,0,https://www.skysports.com/football/tottenham-hotspur-vs-watford/stats/446315
29th August 2021,2:00pm,Turf Moor,d,"18,665",23,1,19,1,35.9,64.1,12,12,3,2,5,5,4,5,68,81.8,2,1,5,5,2,2,69.6,58.8,64,36,1,2,13,9,4,3,0,0,https://www.skysports.com/football/burnley-vs-leeds-united/stats/446310
28th August 2021,5:30pm,Anfield,d,"53,100",5,1,12,1,65.7,34.3,24,6,7,3,12,1,5,2,86,72.4,2,0,12,3,0,2,56.3,46.2,61.8,38.2,2,6,13,4,0,2,0,1,https://www.skysports.com/football/liverpool-vs-chelsea/stats/446311
28th August 2021,3:00pm,London Stadium,d,"59,751",14,2,11,2,45.7,54.3,14,9,4,2,3,3,7,4,78,82.3,1,2,5,3,1,2,31.3,61.5,34.1,65.9,0,2,10,7,1,0,0,0,https://www.skysports.com/football/west-ham-united-vs-crystal-palace/stats/446316
28th August 2021,3:00pm,Carrow Road,a,"26,765",22,1,18,2,44.3,55.7,14,9,4,3,6,5,4,1,77.2,77.3,1,1,9,9,2,2,83.3,70.6,48.1,51.9,1,3,8,9,2,1,0,0,https://www.skysports.com/football/norwich-city-vs-leicester-city/stats/446314
28th August 2021,3:00pm,"St James' Park, Newcastle",d,"44,017",4,2,20,2,36.3,63.7,10,22,5,6,5,7,0,9,69.3,85.9,1,2,4,4,5,0,58.1,66.7,53.3,46.7,4,2,11,6,3,3,0,0,https://www.skysports.com/football/newcastle-united-vs-southampton/stats/446313
28th August 2021,3:00pm,Amex Stadium,a,"30,548",6,0,17,2,65.6,34.4,14,14,3,5,5,4,6,5,86.4,77.1,0,0,4,5,1,0,64,58.8,47.1,52.9,3,3,7,9,1,2,0,0,https://www.skysports.com/football/brighton-and-hove-albion-vs-everton/stats/446309
28th August 2021,3:00pm,Villa Park,d,"42,045",7,1,9,1,46.5,53.5,7,9,5,2,2,2,0,5,73.9,76.8,1,2,3,2,1,2,46.2,75,51.2,48.8,1,4,15,14,3,3,0,0,https://www.skysports.com/football/aston-villa-vs-brentford/stats/446308
28th August 2021,12:30pm,Etihad Stadium,h,"52,276",1,5,2,0,80.4,19.6,25,1,10,0,5,1,10,0,91.5,67.6,6,0,14,0,1,3,71.4,66.7,59.1,40.9,0,5,5,7,1,2,0,1,https://www.skysports.com/football/manchester-city-vs-arsenal/stats/446312
23rd August 2021,8:00pm,London Stadium,h,"59,901",14,4,18,1,51.4,48.6,19,5,7,1,10,2,2,2,85.9,84.1,3,0,10,0,2,0,73.3,53.8,67.7,32.3,0,3,8,8,0,1,0,1,https://www.skysports.com/football/west-ham-united-vs-leicester-city/stats/446306
22nd August 2021,4:30pm,Emirates Stadium,a,"58,729",2,0,12,2,35,65,6,22,3,5,2,6,1,11,79.4,88.9,1,5,9,8,5,0,85,45.5,37.9,62.1,3,3,10,4,3,0,0,0,https://www.skysports.com/football/arsenal-vs-chelsea/stats/446298
22nd August 2021,2:00pm,Molineux,a,"30,368",13,0,8,1,57.8,42.2,25,8,6,6,9,0,10,2,83.8,79.8,1,1,5,4,2,0,62.1,33.3,58.6,41.4,5,6,9,7,1,4,0,0,https://www.skysports.com/football/wolverhampton-wanderers-vs-tottenham-hotspur/stats/446307
22nd August 2021,2:00pm,St. Mary's Stadium,d,"29,485",20,1,3,1,36.4,63.6,8,15,3,4,4,7,1,4,69.1,79.8,1,2,7,7,0,2,56.5,52.6,40.7,59.3,2,3,12,10,2,3,0,0,https://www.skysports.com/football/southampton-vs-manchester-united/stats/446305
21st August 2021,5:30pm,Amex Stadium,h,"29,485",6,2,21,0,56.9,43.1,13,10,3,1,5,5,5,4,85.8,82.8,1,0,7,2,1,1,57.9,46.2,48.6,51.4,1,1,11,6,4,0,0,0,https://www.skysports.com/football/brighton-and-hove-albion-vs-watford/stats/446300
21st August 2021,3:00pm,Etihad Stadium,h,"51,437",1,5,22,0,66.9,33.1,16,1,4,0,6,1,6,0,93.7,84.8,3,0,6,1,2,3,57.1,61.1,75,25,0,0,13,7,1,0,0,0,https://www.skysports.com/football/manchester-city-vs-norwich-city/stats/446304
21st August 2021,3:00pm,Elland Road,d,"36,293",19,2,17,2,70,30,17,17,4,8,6,5,7,4,85.3,66.4,1,1,8,5,0,0,47.4,62.5,48.5,51.5,6,2,6,13,2,4,0,0,https://www.skysports.com/football/leeds-united-vs-everton/stats/446302
21st August 2021,3:00pm,Selhurst Park,d,"23,091",11,0,9,0,52.7,47.3,7,14,2,3,5,7,0,4,75.2,70.7,1,0,3,5,1,2,46.7,33.3,55.3,44.7,3,2,12,9,3,1,0,0,https://www.skysports.com/football/crystal-palace-vs-brentford/stats/446301
21st August 2021,3:00pm,Villa Park,h,"41,964",7,2,4,0,47.3,52.7,10,9,2,1,7,7,1,1,78.5,77.2,0,1,3,4,3,2,76.9,50,48.6,51.4,1,0,8,18,3,4,0,0,https://www.skysports.com/football/aston-villa-vs-newcastle-united/stats/446299
21st August 2021,12:30pm,Anfield,h,"52,591",5,2,23,0,66.5,33.5,27,9,9,3,10,5,8,1,82.4,66.2,3,2,8,4,3,7,57.1,50,50,50,3,6,6,12,0,0,0,0,https://www.skysports.com/football/liverpool-vs-burnley/stats/446303
15th August 2021,4:30pm,Tottenham Hotspur Stadium,h,"58,262",8,1,1,0,34.4,65.6,13,18,3,4,5,9,5,5,77.5,85.6,0,2,3,11,3,1,60,68.8,42.4,57.6,4,1,11,8,2,1,0,0,https://www.skysports.com/football/tottenham-hotspur-vs-manchester-city/stats/446296
15th August 2021,2:00pm,"St James' Park, Newcastle",a,"50,673",4,2,14,4,46.4,53.6,17,18,3,9,7,4,7,5,84.8,85.6,1,4,7,6,1,2,62.5,60.9,37.5,62.5,4,1,4,3,1,0,0,0,https://www.skysports.com/football/newcastle-united-vs-west-ham-united/stats/446294
14th August 2021,5:30pm,Carrow Road,a,"27,023",22,0,5,3,50.1,49.9,14,19,3,8,8,7,3,4,84.8,84.4,1,4,3,11,2,0,68.4,50,36.4,63.6,3,3,4,14,1,1,0,0,https://www.skysports.com/football/norwich-city-vs-liverpool/stats/446295
14th August 2021,3:00pm,Vicarage Road,h,"20,051",21,3,7,2,37.9,62.1,13,11,7,2,4,6,2,3,73.8,85.6,1,0,2,4,0,2,40,84.6,58.5,41.5,0,4,18,13,3,1,0,0,https://www.skysports.com/football/watford-vs-aston-villa/stats/446297
14th August 2021,3:00pm,The King Power Stadium,h,"31,983",18,1,13,0,56.3,43.7,9,17,5,3,3,7,1,7,86.5,82.6,0,1,5,4,5,4,73.3,50,45.5,54.5,3,4,6,10,1,2,0,0,https://www.skysports.com/football/leicester-city-vs-wolverhampton-wanderers/stats/446292
14th August 2021,3:00pm,Goodison Park,h,"38,487",17,3,20,1,48.1,51.9,14,6,6,3,5,2,3,2,69.7,69.2,3,1,6,8,0,0,39.1,57.1,56.8,43.2,2,3,13,15,2,0,0,0,https://www.skysports.com/football/everton-vs-southampton/stats/446291
14th August 2021,3:00pm,Stamford Bridge,h,"38,965",12,3,11,0,61.7,38.3,13,4,6,1,5,2,2,1,91.9,85.8,0,0,5,2,0,1,42.9,63.6,31.8,68.2,1,3,15,11,0,0,0,0,https://www.skysports.com/football/chelsea-vs-crystal-palace/stats/446290
14th August 2021,3:00pm,Turf Moor,a,"16,910",23,1,6,2,35.9,64.1,14,14,3,8,8,4,3,2,69.9,81.9,1,3,7,6,1,0,75,56.3,56.5,43.5,4,2,10,7,2,1,0,0,https://www.skysports.com/football/burnley-vs-brighton-and-hove-albion/stats/446289
14th August 2021,12:30pm,Old Trafford,h,"72,732",3,5,19,1,48.6,51.4,16,10,8,3,5,6,3,1,79.1,78.3,3,2,5,4,2,3,66.7,56.5,55,45,2,3,11,9,1,2,0,0,https://www.skysports.com/football/manchester-united-vs-leeds-united/stats/446293
13th August 2021,8:00pm,Gtech Community Stadium,h,"16,479",9,2,2,0,35.3,64.7,8,22,3,4,5,14,0,4,65,85.9,1,0,2,5,1,1,60,33.3,45.9,54.1,4,1,12,8,0,0,0,0,https://www.skysports.com/football/brentford-vs-arsenal/stats/446288
23/05/2021,4:00pm,Molineux,h,0,13,1,3,2,57.2,42.8,14,9,4,4,6,5,4,0,88.6,86.6,0,3,6,2,1,1,57.9,50,42.9,57.1,2,3,14,3,4,1,0,0,https://www.skysports.com/football/wolverhampton-wanderers-vs-manchester-united/stats/429216
23/05/2021,4:00pm,London Stadium,h,0,14,3,20,0,36.9,63.1,14,17,7,5,6,8,1,4,69,80.7,2,2,2,3,5,2,50,56.5,62.1,37.9,5,4,5,9,0,3,0,0,https://www.skysports.com/football/west-ham-united-vs-southampton/stats/429215
23/05/2021,4:00pm,Bramall Lane,h,0,25,1,23,0,43,57,12,10,3,3,7,3,2,4,68.4,71.8,0,0,8,9,2,1,68.4,75,47,53,3,2,11,1,3,1,0,0,https://www.skysports.com/football/sheffield-united-vs-burnley/stats/429214
